InvoiceNo,CustomerID,InvoiceDate,ProductID,ProductName,Category,UnitPrice,Quantity,Amount
INV200167,C1220,2024-03-25 12:48:13,P040,Paper Towels,Household,4.13,2,8.26
INV200167,C1220,2024-03-25 12:48:13,P002,Butter,Dairy,2.6,3,7.8
INV200167,C1220,2024-03-25 12:48:13,P001,Bread,Bakery,2.65,3,7.95
INV200680,C1077,2024-03-25 15:54:55,P013,Garlic Bread,Bakery,2.64,1,2.64
INV200949,C1032,2024-03-26 00:43:05,P052,Pumpkin Spice Mix,Seasonal,5.47,1,5.47
INV200949,C1032,2024-03-26 00:43:05,P013,Garlic Bread,Bakery,2.12,1,2.12
INV200949,C1032,2024-03-26 00:43:05,P002,Butter,Dairy,2.34,1,2.34
INV200778,C1100,2024-03-26 09:22:55,P010,Pasta,Pantry,2.42,1,2.42
INV200778,C1100,2024-03-26 09:22:55,P022,Salsa,Snacks,3.04,3,9.12
INV200849,C1194,2024-03-26 21:19:14,P021,Soda,Beverages,1.91,1,1.91
INV200929,C1110,2024-03-27 01:39:51,P052,Pumpkin Spice Mix,Seasonal,3.74,1,3.74
INV200929,C1110,2024-03-27 01:39:51,P040,Paper Towels,Household,7.38,1,7.38
INV201121,C1114,2024-03-27 01:49:09,P053,Turkey (lb),Seasonal,2.78,3,8.34
INV201121,C1114,2024-03-27 01:49:09,P007,Creamer,Dairy,1.96,3,5.88
INV200412,C1065,2024-03-28 11:11:05,P053,Turkey (lb),Seasonal,1.92,1,1.92
INV200828,C1181,2024-03-28 18:35:54,P006,Sugar,Pantry,1.73,1,1.73
INV200257,C1202,2024-03-29 02:17:12,P002,Butter,Dairy,2.18,1,2.18
INV200257,C1202,2024-03-29 02:17:12,P001,Bread,Bakery,3.45,2,6.9
INV200343,C1214,2024-03-29 04:55:58,P012,Parmesan,Dairy,3.9,3,11.7
INV200343,C1214,2024-03-29 04:55:58,P003,Jam,Pantry,3.79,5,18.95
INV200343,C1214,2024-03-29 04:55:58,P050,BBQ Sauce,Seasonal,3.46,2,6.92
INV200343,C1214,2024-03-29 04:55:58,P004,Eggs (Dozen),Dairy,3.47,4,13.88
INV200893,C1095,2024-03-30 03:15:49,P040,Paper Towels,Household,5.91,1,5.91
INV200539,C1154,2024-03-30 05:37:04,P003,Jam,Pantry,3.01,1,3.01
INV200539,C1154,2024-03-30 05:37:04,P001,Bread,Bakery,3.1,1,3.1
INV200539,C1154,2024-03-30 05:37:04,P011,Tomato Sauce,Pantry,3.15,2,6.3
INV200787,C1154,2024-03-30 06:36:49,P051,Hot Dogs,Seasonal,3.91,1,3.91
INV200787,C1154,2024-03-30 06:36:49,P006,Sugar,Pantry,1.47,2,2.94
INV200787,C1154,2024-03-30 06:36:49,P032,Chicken Breast (lb),Meat,5.68,1,5.68
INV200433,C1143,2024-03-30 09:52:46,P010,Pasta,Pantry,2.2,2,4.4
INV200669,C1110,2024-03-30 14:55:43,P013,Garlic Bread,Bakery,2.21,2,4.42
INV200669,C1110,2024-03-30 14:55:43,P022,Salsa,Snacks,2.93,3,8.79
INV200669,C1110,2024-03-30 14:55:43,P007,Creamer,Dairy,1.8,3,5.4
INV200395,C1134,2024-03-31 12:26:23,P031,Apples (Bag),Produce,3.35,1,3.35
INV201184,C1109,2024-03-31 21:03:21,P053,Turkey (lb),Seasonal,1.91,2,3.82
INV201184,C1109,2024-03-31 21:03:21,P030,Bananas (Bunch),Produce,0.83,3,2.49
INV200924,C1090,2024-04-02 14:01:57,P021,Soda,Beverages,2.47,1,2.47
INV200924,C1090,2024-04-02 14:01:57,P020,Chips,Snacks,3.76,2,7.52
INV200747,C1070,2024-04-02 18:34:08,P010,Pasta,Pantry,2.66,3,7.98
INV200747,C1070,2024-04-02 18:34:08,P041,Toilet Paper,Household,9.71,2,19.42
INV200766,C1047,2024-04-02 20:45:56,P053,Turkey (lb),Seasonal,2.18,1,2.18
INV200766,C1047,2024-04-02 20:45:56,P001,Bread,Bakery,3.44,2,6.88
INV200766,C1047,2024-04-02 20:45:56,P022,Salsa,Snacks,4.31,1,4.31
INV200382,C1004,2024-04-03 00:55:08,P010,Pasta,Pantry,2.78,1,2.78
INV200382,C1004,2024-04-03 00:55:08,P001,Bread,Bakery,3.05,1,3.05
INV200194,C1172,2024-04-03 02:24:06,P033,Ground Beef (lb),Meat,5.72,1,5.72
INV200194,C1172,2024-04-03 02:24:06,P021,Soda,Beverages,1.18,1,1.18
INV200194,C1172,2024-04-03 02:24:06,P002,Butter,Dairy,2.05,1,2.05
INV201101,C1091,2024-04-03 04:13:25,P040,Paper Towels,Household,6.26,2,12.52
INV201101,C1091,2024-04-03 04:13:25,P006,Sugar,Pantry,1.3,2,2.6
INV201101,C1091,2024-04-03 04:13:25,P007,Creamer,Dairy,2.95,3,8.85
INV200647,C1125,2024-04-03 07:23:12,P033,Ground Beef (lb),Meat,6.41,2,12.82
INV201097,C1011,2024-04-04 07:00:37,P003,Jam,Pantry,3.45,1,3.45
INV201097,C1011,2024-04-04 07:00:37,P001,Bread,Bakery,2.57,1,2.57
INV201097,C1011,2024-04-04 07:00:37,P002,Butter,Dairy,2.12,3,6.36
INV200198,C1146,2024-04-04 08:45:13,P054,Cranberry Sauce,Seasonal,2.85,4,11.4
INV200198,C1146,2024-04-04 08:45:13,P004,Eggs (Dozen),Dairy,3.57,2,7.14
INV200198,C1146,2024-04-04 08:45:13,P055,Chocolate Box,Seasonal,7.72,2,15.44
INV200079,C1095,2024-04-04 20:36:50,P002,Butter,Dairy,2.05,1,2.05
INV200079,C1095,2024-04-04 20:36:50,P001,Bread,Bakery,2.54,1,2.54
INV200454,C1206,2024-04-05 00:25:17,P010,Pasta,Pantry,1.04,1,1.04
INV200454,C1206,2024-04-05 00:25:17,P012,Parmesan,Dairy,5.59,2,11.18
INV200741,C1196,2024-04-05 01:48:11,P054,Cranberry Sauce,Seasonal,3.44,3,10.32
INV200741,C1196,2024-04-05 01:48:11,P010,Pasta,Pantry,2.36,3,7.08
INV200770,C1144,2024-04-05 15:06:09,P021,Soda,Beverages,1.84,3,5.52
INV200770,C1144,2024-04-05 15:06:09,P003,Jam,Pantry,3.12,1,3.12
INV200770,C1144,2024-04-05 15:06:09,P006,Sugar,Pantry,1.46,2,2.92
INV201195,C1017,2024-04-05 20:15:34,P053,Turkey (lb),Seasonal,2.11,2,4.22
INV200161,C1045,2024-04-05 20:24:07,P031,Apples (Bag),Produce,2.63,2,5.26
INV200161,C1045,2024-04-05 20:24:07,P011,Tomato Sauce,Pantry,2.85,3,8.55
INV200161,C1045,2024-04-05 20:24:07,P041,Toilet Paper,Household,8.11,2,16.22
INV200161,C1045,2024-04-05 20:24:07,P003,Jam,Pantry,3.01,4,12.04
INV200161,C1045,2024-04-05 20:24:07,P020,Chips,Snacks,1.88,5,9.4
INV201117,C1197,2024-04-05 23:20:05,P031,Apples (Bag),Produce,3.32,3,9.96
INV200835,C1232,2024-04-06 03:29:06,P020,Chips,Snacks,2.2,1,2.2
INV200709,C1099,2024-04-06 22:58:34,P031,Apples (Bag),Produce,3.11,4,12.44
INV200447,C1000,2024-04-07 02:13:43,P011,Tomato Sauce,Pantry,1.68,1,1.68
INV200325,C1125,2024-04-07 09:33:44,P055,Chocolate Box,Seasonal,7.78,1,7.78
INV200377,C1159,2024-04-07 17:22:33,P032,Chicken Breast (lb),Meat,3.08,3,9.24
INV200377,C1159,2024-04-07 17:22:33,P050,BBQ Sauce,Seasonal,4.17,5,20.85
INV200377,C1159,2024-04-07 17:22:33,P022,Salsa,Snacks,4.01,4,16.04
INV200646,C1064,2024-04-07 23:52:01,P013,Garlic Bread,Bakery,2.15,2,4.3
INV200646,C1064,2024-04-07 23:52:01,P054,Cranberry Sauce,Seasonal,3.09,1,3.09
INV200832,C1154,2024-04-08 12:38:06,P020,Chips,Snacks,3.68,1,3.68
INV200819,C1080,2024-04-09 11:50:35,P051,Hot Dogs,Seasonal,4.68,1,4.68
INV200819,C1080,2024-04-09 11:50:35,P021,Soda,Beverages,2.5,1,2.5
INV200973,C1140,2024-04-09 18:38:59,P001,Bread,Bakery,3.16,1,3.16
INV200973,C1140,2024-04-09 18:38:59,P003,Jam,Pantry,3.82,1,3.82
INV200772,C1034,2024-04-09 19:22:33,P034,Salmon (lb),Seafood,11.33,2,22.66
INV200471,C1091,2024-04-10 06:09:09,P033,Ground Beef (lb),Meat,6.12,2,12.24
INV200471,C1091,2024-04-10 06:09:09,P030,Bananas (Bunch),Produce,1.0,2,2.0
INV200471,C1091,2024-04-10 06:09:09,P041,Toilet Paper,Household,9.8,3,29.4
INV200618,C1075,2024-04-10 08:48:54,P020,Chips,Snacks,2.76,4,11.04
INV200618,C1075,2024-04-10 08:48:54,P021,Soda,Beverages,1.39,4,5.56
INV200362,C1010,2024-04-10 17:05:24,P052,Pumpkin Spice Mix,Seasonal,3.15,2,6.3
INV200331,C1187,2024-04-10 20:25:42,P004,Eggs (Dozen),Dairy,3.4,2,6.8
INV200724,C1158,2024-04-10 21:06:18,P040,Paper Towels,Household,5.56,1,5.56
INV200854,C1169,2024-04-11 02:23:35,P053,Turkey (lb),Seasonal,2.19,1,2.19
INV200341,C1030,2024-04-11 03:34:47,P012,Parmesan,Dairy,3.02,4,12.08
INV200341,C1030,2024-04-11 03:34:47,P010,Pasta,Pantry,2.81,2,5.62
INV200341,C1030,2024-04-11 03:34:47,P033,Ground Beef (lb),Meat,4.12,2,8.24
INV201031,C1024,2024-04-11 05:02:58,P032,Chicken Breast (lb),Meat,3.47,2,6.94
INV201031,C1024,2024-04-11 05:02:58,P041,Toilet Paper,Household,4.35,1,4.35
INV201031,C1024,2024-04-11 05:02:58,P042,Laundry Detergent,Household,8.97,1,8.97
INV201031,C1024,2024-04-11 05:02:58,P021,Soda,Beverages,1.51,1,1.51
INV200583,C1188,2024-04-11 07:29:33,P011,Tomato Sauce,Pantry,2.31,1,2.31
INV200583,C1188,2024-04-11 07:29:33,P030,Bananas (Bunch),Produce,1.05,1,1.05
INV200583,C1188,2024-04-11 07:29:33,P021,Soda,Beverages,1.39,2,2.78
INV200203,C1053,2024-04-12 17:06:05,P010,Pasta,Pantry,2.64,2,5.28
INV200203,C1053,2024-04-12 17:06:05,P013,Garlic Bread,Bakery,3.76,1,3.76
INV200814,C1139,2024-04-12 18:42:01,P001,Bread,Bakery,3.21,3,9.63
INV200814,C1139,2024-04-12 18:42:01,P006,Sugar,Pantry,1.2,1,1.2
INV200814,C1139,2024-04-12 18:42:01,P002,Butter,Dairy,2.34,1,2.34
INV200118,C1054,2024-04-12 20:09:26,P022,Salsa,Snacks,3.43,2,6.86
INV200118,C1054,2024-04-12 20:09:26,P020,Chips,Snacks,3.83,1,3.83
INV201145,C1165,2024-04-13 04:52:06,P013,Garlic Bread,Bakery,2.28,4,9.12
INV201145,C1165,2024-04-13 04:52:06,P010,Pasta,Pantry,1.43,5,7.15
INV200124,C1236,2024-04-13 10:38:12,P007,Creamer,Dairy,2.9,2,5.8
INV200124,C1236,2024-04-13 10:38:12,P012,Parmesan,Dairy,4.46,1,4.46
INV200744,C1020,2024-04-13 14:30:42,P021,Soda,Beverages,1.29,3,3.87
INV200744,C1020,2024-04-13 14:30:42,P050,BBQ Sauce,Seasonal,4.62,3,13.86
INV200744,C1020,2024-04-13 14:30:42,P042,Laundry Detergent,Household,10.13,4,40.52
INV200968,C1000,2024-04-13 22:56:15,P001,Bread,Bakery,3.23,2,6.46
INV200968,C1000,2024-04-13 22:56:15,P002,Butter,Dairy,2.82,1,2.82
INV200148,C1182,2024-04-13 23:15:13,P042,Laundry Detergent,Household,12.13,1,12.13
INV200148,C1182,2024-04-13 23:15:13,P006,Sugar,Pantry,1.83,2,3.66
INV200101,C1063,2024-04-14 03:36:44,P004,Eggs (Dozen),Dairy,3.36,1,3.36
INV200101,C1063,2024-04-14 03:36:44,P013,Garlic Bread,Bakery,3.51,3,10.53
INV200101,C1063,2024-04-14 03:36:44,P054,Cranberry Sauce,Seasonal,1.79,3,5.37
INV200581,C1196,2024-04-14 21:55:07,P010,Pasta,Pantry,1.91,3,5.73
INV200581,C1196,2024-04-14 21:55:07,P013,Garlic Bread,Bakery,2.38,4,9.52
INV200581,C1196,2024-04-14 21:55:07,P021,Soda,Beverages,1.79,3,5.37
INV201151,C1035,2024-04-14 23:55:06,P034,Salmon (lb),Seafood,8.47,4,33.88
INV201151,C1035,2024-04-14 23:55:06,P052,Pumpkin Spice Mix,Seasonal,3.65,4,14.6
INV201151,C1035,2024-04-14 23:55:06,P033,Ground Beef (lb),Meat,4.82,5,24.1
INV201151,C1035,2024-04-14 23:55:06,P042,Laundry Detergent,Household,6.3,3,18.9
INV201019,C1005,2024-04-15 09:15:04,P055,Chocolate Box,Seasonal,12.87,1,12.87
INV200109,C1095,2024-04-15 10:18:16,P020,Chips,Snacks,3.68,2,7.36
INV200109,C1095,2024-04-15 10:18:16,P022,Salsa,Snacks,2.69,2,5.38
INV200020,C1089,2024-04-15 18:14:42,P001,Bread,Bakery,2.56,1,2.56
INV200020,C1089,2024-04-15 18:14:42,P004,Eggs (Dozen),Dairy,3.3,1,3.3
INV200327,C1048,2024-04-16 02:10:43,P034,Salmon (lb),Seafood,8.05,1,8.05
INV200035,C1126,2024-04-17 17:02:47,P022,Salsa,Snacks,3.16,3,9.48
INV200035,C1126,2024-04-17 17:02:47,P041,Toilet Paper,Household,5.51,2,11.02
INV200035,C1126,2024-04-17 17:02:47,P020,Chips,Snacks,1.77,5,8.85
INV200035,C1126,2024-04-17 17:02:47,P021,Soda,Beverages,1.4,3,4.2
INV200979,C1036,2024-04-18 01:25:27,P001,Bread,Bakery,3.27,1,3.27
INV200611,C1239,2024-04-18 18:05:13,P030,Bananas (Bunch),Produce,1.46,1,1.46
INV200611,C1239,2024-04-18 18:05:13,P034,Salmon (lb),Seafood,9.33,1,9.33
INV200495,C1214,2024-04-19 10:49:47,P007,Creamer,Dairy,2.31,5,11.55
INV200495,C1214,2024-04-19 10:49:47,P005,Coffee,Beverages,9.15,3,27.45
INV200280,C1156,2024-04-19 16:39:31,P006,Sugar,Pantry,1.41,4,5.64
INV200280,C1156,2024-04-19 16:39:31,P001,Bread,Bakery,2.95,3,8.85
INV200280,C1156,2024-04-19 16:39:31,P002,Butter,Dairy,2.67,5,13.35
INV200630,C1033,2024-04-19 17:13:42,P006,Sugar,Pantry,1.74,1,1.74
INV200630,C1033,2024-04-19 17:13:42,P005,Coffee,Beverages,11.72,2,23.44
INV200630,C1033,2024-04-19 17:13:42,P034,Salmon (lb),Seafood,7.4,3,22.2
INV201075,C1030,2024-04-19 20:39:39,P005,Coffee,Beverages,8.78,2,17.56
INV201075,C1030,2024-04-19 20:39:39,P007,Creamer,Dairy,2.03,3,6.09
INV201075,C1030,2024-04-19 20:39:39,P006,Sugar,Pantry,1.25,2,2.5
INV201075,C1030,2024-04-19 20:39:39,P054,Cranberry Sauce,Seasonal,2.94,3,8.82
INV200670,C1046,2024-04-20 01:29:48,P005,Coffee,Beverages,7.99,1,7.99
INV200141,C1072,2024-04-20 03:10:06,P013,Garlic Bread,Bakery,3.39,1,3.39
INV200141,C1072,2024-04-20 03:10:06,P012,Parmesan,Dairy,3.4,3,10.2
INV200656,C1193,2024-04-20 09:38:55,P021,Soda,Beverages,2.49,4,9.96
INV200656,C1193,2024-04-20 09:38:55,P013,Garlic Bread,Bakery,3.12,2,6.24
INV200656,C1193,2024-04-20 09:38:55,P020,Chips,Snacks,1.5,3,4.5
INV200656,C1193,2024-04-20 09:38:55,P051,Hot Dogs,Seasonal,2.84,4,11.36
INV200410,C1238,2024-04-20 12:59:48,P003,Jam,Pantry,3.51,2,7.02
INV200410,C1238,2024-04-20 12:59:48,P033,Ground Beef (lb),Meat,4.95,3,14.85
INV200410,C1238,2024-04-20 12:59:48,P001,Bread,Bakery,2.6,3,7.8
INV200410,C1238,2024-04-20 12:59:48,P054,Cranberry Sauce,Seasonal,2.29,4,9.16
INV201137,C1151,2024-04-20 22:04:50,P052,Pumpkin Spice Mix,Seasonal,3.05,1,3.05
INV200482,C1056,2024-04-21 02:12:13,P042,Laundry Detergent,Household,13.61,2,27.22
INV200002,C1129,2024-04-21 06:21:13,P040,Paper Towels,Household,4.47,1,4.47
INV200002,C1129,2024-04-21 06:21:13,P050,BBQ Sauce,Seasonal,3.5,4,14.0
INV200479,C1227,2024-04-21 12:28:57,P050,BBQ Sauce,Seasonal,4.32,1,4.32
INV200479,C1227,2024-04-21 12:28:57,P013,Garlic Bread,Bakery,3.71,1,3.71
INV200014,C1094,2024-04-22 07:11:41,P011,Tomato Sauce,Pantry,3.54,3,10.62
INV200014,C1094,2024-04-22 07:11:41,P010,Pasta,Pantry,1.24,2,2.48
INV200014,C1094,2024-04-22 07:11:41,P012,Parmesan,Dairy,5.41,5,27.05
INV200215,C1200,2024-04-22 13:18:20,P010,Pasta,Pantry,1.68,4,6.72
INV200215,C1200,2024-04-22 13:18:20,P030,Bananas (Bunch),Produce,1.19,2,2.38
INV200278,C1073,2024-04-23 06:45:57,P003,Jam,Pantry,3.93,2,7.86
INV200278,C1073,2024-04-23 06:45:57,P010,Pasta,Pantry,2.2,2,4.4
INV200278,C1073,2024-04-23 06:45:57,P001,Bread,Bakery,2.52,4,10.08
INV200974,C1070,2024-04-23 08:20:27,P010,Pasta,Pantry,2.99,5,14.95
INV200974,C1070,2024-04-23 08:20:27,P012,Parmesan,Dairy,4.09,5,20.45
INV200974,C1070,2024-04-23 08:20:27,P001,Bread,Bakery,3.22,2,6.44
INV200102,C1075,2024-04-23 17:12:24,P022,Salsa,Snacks,2.87,2,5.74
INV200102,C1075,2024-04-23 17:12:24,P042,Laundry Detergent,Household,10.81,3,32.43
INV200102,C1075,2024-04-23 17:12:24,P052,Pumpkin Spice Mix,Seasonal,5.47,2,10.94
INV200561,C1071,2024-04-23 21:34:10,P001,Bread,Bakery,3.09,1,3.09
INV200561,C1071,2024-04-23 21:34:10,P003,Jam,Pantry,3.28,1,3.28
INV200452,C1184,2024-04-24 06:18:30,P020,Chips,Snacks,2.84,3,8.52
INV201141,C1070,2024-04-24 15:11:23,P011,Tomato Sauce,Pantry,2.89,4,11.56
INV201141,C1070,2024-04-24 15:11:23,P010,Pasta,Pantry,1.81,3,5.43
INV201141,C1070,2024-04-24 15:11:23,P012,Parmesan,Dairy,5.82,4,23.28
INV201191,C1039,2024-04-24 18:58:06,P031,Apples (Bag),Produce,2.65,3,7.95
INV201153,C1063,2024-04-24 23:08:37,P001,Bread,Bakery,3.05,2,6.1
INV201153,C1063,2024-04-24 23:08:37,P010,Pasta,Pantry,1.1,1,1.1
INV200238,C1023,2024-04-25 17:14:41,P013,Garlic Bread,Bakery,3.19,1,3.19
INV200238,C1023,2024-04-25 17:14:41,P010,Pasta,Pantry,1.93,1,1.93
INV200092,C1155,2024-04-26 08:27:09,P005,Coffee,Beverages,10.4,3,31.2
INV200092,C1155,2024-04-26 08:27:09,P006,Sugar,Pantry,1.06,2,2.12
INV200177,C1119,2024-04-26 14:02:39,P033,Ground Beef (lb),Meat,6.93,1,6.93
INV200177,C1119,2024-04-26 14:02:39,P004,Eggs (Dozen),Dairy,2.68,2,5.36
INV201029,C1093,2024-04-26 15:05:28,P040,Paper Towels,Household,5.44,2,10.88
INV200031,C1117,2024-04-27 01:42:39,P033,Ground Beef (lb),Meat,4.71,1,4.71
INV201044,C1041,2024-04-27 01:44:44,P001,Bread,Bakery,2.64,1,2.64
INV200963,C1154,2024-04-27 04:18:04,P022,Salsa,Snacks,2.35,4,9.4
INV200963,C1154,2024-04-27 04:18:04,P006,Sugar,Pantry,1.15,2,2.3
INV200963,C1154,2024-04-27 04:18:04,P005,Coffee,Beverages,5.12,1,5.12
INV200992,C1144,2024-04-27 08:00:41,P051,Hot Dogs,Seasonal,4.12,1,4.12
INV200992,C1144,2024-04-27 08:00:41,P020,Chips,Snacks,3.22,1,3.22
INV200175,C1227,2024-04-27 11:53:27,P002,Butter,Dairy,2.35,2,4.7
INV200173,C1151,2024-04-27 16:12:27,P002,Butter,Dairy,2.28,1,2.28
INV200406,C1084,2024-04-27 21:46:42,P031,Apples (Bag),Produce,4.9,2,9.8
INV200406,C1084,2024-04-27 21:46:42,P002,Butter,Dairy,2.04,1,2.04
INV200617,C1180,2024-04-27 23:35:56,P054,Cranberry Sauce,Seasonal,2.2,1,2.2
INV200449,C1113,2024-04-28 01:52:41,P010,Pasta,Pantry,1.9,3,5.7
INV200449,C1113,2024-04-28 01:52:41,P012,Parmesan,Dairy,5.01,6,30.06
INV200449,C1113,2024-04-28 01:52:41,P001,Bread,Bakery,3.31,3,9.93
INV200449,C1113,2024-04-28 01:52:41,P003,Jam,Pantry,2.92,3,8.76
INV200305,C1223,2024-04-28 11:06:33,P041,Toilet Paper,Household,5.24,1,5.24
INV200305,C1223,2024-04-28 11:06:33,P040,Paper Towels,Household,6.31,1,6.31
INV200305,C1223,2024-04-28 11:06:33,P012,Parmesan,Dairy,3.48,1,3.48
INV200514,C1197,2024-04-28 22:32:05,P050,BBQ Sauce,Seasonal,2.93,1,2.93
INV200514,C1197,2024-04-28 22:32:05,P054,Cranberry Sauce,Seasonal,1.64,2,3.28
INV200514,C1197,2024-04-28 22:32:05,P022,Salsa,Snacks,2.63,1,2.63
INV200820,C1023,2024-04-29 01:21:19,P030,Bananas (Bunch),Produce,1.35,2,2.7
INV200500,C1076,2024-04-29 02:12:34,P004,Eggs (Dozen),Dairy,3.56,2,7.12
INV200500,C1076,2024-04-29 02:12:34,P021,Soda,Beverages,1.25,2,2.5
INV200628,C1054,2024-04-29 09:04:24,P054,Cranberry Sauce,Seasonal,3.18,2,6.36
INV200628,C1054,2024-04-29 09:04:24,P001,Bread,Bakery,3.06,2,6.12
INV200345,C1214,2024-04-29 20:51:15,P031,Apples (Bag),Produce,4.68,2,9.36
INV200345,C1214,2024-04-29 20:51:15,P030,Bananas (Bunch),Produce,1.19,3,3.57
INV200345,C1214,2024-04-29 20:51:15,P054,Cranberry Sauce,Seasonal,2.01,2,4.02
INV200345,C1214,2024-04-29 20:51:15,P042,Laundry Detergent,Household,6.68,2,13.36
INV200016,C1230,2024-04-30 05:59:59,P051,Hot Dogs,Seasonal,2.31,4,9.24
INV200016,C1230,2024-04-30 05:59:59,P053,Turkey (lb),Seasonal,2.84,4,11.36
INV200016,C1230,2024-04-30 05:59:59,P013,Garlic Bread,Bakery,3.81,2,7.62
INV200190,C1065,2024-04-30 06:40:34,P005,Coffee,Beverages,10.86,2,21.72
INV201133,C1189,2024-04-30 14:11:37,P020,Chips,Snacks,1.75,1,1.75
INV201133,C1189,2024-04-30 14:11:37,P011,Tomato Sauce,Pantry,3.39,2,6.78
INV200541,C1104,2024-05-01 08:16:46,P042,Laundry Detergent,Household,11.59,2,23.18
INV200541,C1104,2024-05-01 08:16:46,P002,Butter,Dairy,2.01,1,2.01
INV200541,C1104,2024-05-01 08:16:46,P053,Turkey (lb),Seasonal,1.81,2,3.62
INV200846,C1147,2024-05-02 01:39:52,P055,Chocolate Box,Seasonal,7.33,1,7.33
INV200846,C1147,2024-05-02 01:39:52,P054,Cranberry Sauce,Seasonal,1.53,2,3.06
INV200464,C1040,2024-05-02 01:53:48,P030,Bananas (Bunch),Produce,1.39,1,1.39
INV201024,C1011,2024-05-02 03:28:53,P052,Pumpkin Spice Mix,Seasonal,3.14,1,3.14
INV201024,C1011,2024-05-02 03:28:53,P051,Hot Dogs,Seasonal,4.99,3,14.97
INV200534,C1089,2024-05-02 15:54:33,P054,Cranberry Sauce,Seasonal,2.39,1,2.39
INV201129,C1021,2024-05-02 21:13:38,P007,Creamer,Dairy,2.97,2,5.94
INV201152,C1148,2024-05-03 01:03:30,P006,Sugar,Pantry,1.79,2,3.58
INV201017,C1179,2024-05-03 01:45:08,P032,Chicken Breast (lb),Meat,5.91,2,11.82
INV201045,C1218,2024-05-03 10:26:22,P022,Salsa,Snacks,3.97,4,15.88
INV201045,C1218,2024-05-03 10:26:22,P006,Sugar,Pantry,1.53,2,3.06
INV200050,C1182,2024-05-04 10:10:40,P042,Laundry Detergent,Household,13.39,2,26.78
INV200050,C1182,2024-05-04 10:10:40,P003,Jam,Pantry,3.1,2,6.2
INV200080,C1235,2024-05-04 13:08:08,P013,Garlic Bread,Bakery,2.67,2,5.34
INV200080,C1235,2024-05-04 13:08:08,P030,Bananas (Bunch),Produce,1.13,3,3.39
INV200236,C1148,2024-05-04 14:13:47,P052,Pumpkin Spice Mix,Seasonal,4.1,1,4.1
INV200416,C1150,2024-05-04 19:09:14,P041,Toilet Paper,Household,6.13,1,6.13
INV201190,C1068,2024-05-04 21:38:38,P051,Hot Dogs,Seasonal,3.87,1,3.87
INV201190,C1068,2024-05-04 21:38:38,P002,Butter,Dairy,2.07,2,4.14
INV201025,C1065,2024-05-05 11:47:08,P040,Paper Towels,Household,7.54,2,15.08
INV201025,C1065,2024-05-05 11:47:08,P011,Tomato Sauce,Pantry,3.88,2,7.76
INV200612,C1144,2024-05-05 23:40:49,P031,Apples (Bag),Produce,2.91,1,2.91
INV200825,C1044,2024-05-06 03:09:48,P030,Bananas (Bunch),Produce,0.95,1,0.95
INV200825,C1044,2024-05-06 03:09:48,P001,Bread,Bakery,3.01,1,3.01
INV200503,C1126,2024-05-06 17:18:07,P054,Cranberry Sauce,Seasonal,2.06,3,6.18
INV200503,C1126,2024-05-06 17:18:07,P004,Eggs (Dozen),Dairy,2.56,3,7.68
INV200392,C1109,2024-05-06 20:00:57,P007,Creamer,Dairy,2.38,1,2.38
INV200392,C1109,2024-05-06 20:00:57,P005,Coffee,Beverages,5.43,2,10.86
INV200157,C1206,2024-05-07 08:54:09,P001,Bread,Bakery,2.76,1,2.76
INV200784,C1157,2024-05-07 15:54:04,P055,Chocolate Box,Seasonal,14.06,3,42.18
INV200784,C1157,2024-05-07 15:54:04,P030,Bananas (Bunch),Produce,1.45,2,2.9
INV200784,C1157,2024-05-07 15:54:04,P041,Toilet Paper,Household,5.27,4,21.08
INV200784,C1157,2024-05-07 15:54:04,P034,Salmon (lb),Seafood,9.19,2,18.38
INV200590,C1074,2024-05-07 20:16:27,P052,Pumpkin Spice Mix,Seasonal,4.54,3,13.62
INV200590,C1074,2024-05-07 20:16:27,P022,Salsa,Snacks,2.13,5,10.65
INV201177,C1208,2024-05-08 05:22:59,P022,Salsa,Snacks,2.42,1,2.42
INV201177,C1208,2024-05-08 05:22:59,P001,Bread,Bakery,2.74,2,5.48
INV200745,C1088,2024-05-08 13:13:09,P054,Cranberry Sauce,Seasonal,1.71,1,1.71
INV200745,C1088,2024-05-08 13:13:09,P031,Apples (Bag),Produce,4.64,1,4.64
INV200226,C1065,2024-05-08 17:11:29,P006,Sugar,Pantry,1.29,2,2.58
INV200226,C1065,2024-05-08 17:11:29,P005,Coffee,Beverages,5.15,1,5.15
INV200239,C1227,2024-05-08 23:08:41,P030,Bananas (Bunch),Produce,1.34,2,2.68
INV200036,C1228,2024-05-09 01:36:27,P004,Eggs (Dozen),Dairy,3.36,2,6.72
INV200110,C1114,2024-05-09 11:19:21,P041,Toilet Paper,Household,8.29,2,16.58
INV200110,C1114,2024-05-09 11:19:21,P053,Turkey (lb),Seasonal,1.86,2,3.72
INV200110,C1114,2024-05-09 11:19:21,P055,Chocolate Box,Seasonal,13.54,2,27.08
INV200110,C1114,2024-05-09 11:19:21,P022,Salsa,Snacks,4.18,2,8.36
INV201034,C1171,2024-05-09 19:13:35,P050,BBQ Sauce,Seasonal,4.85,1,4.85
INV200780,C1048,2024-05-09 20:41:03,P021,Soda,Beverages,1.65,2,3.3
INV201107,C1189,2024-05-10 08:02:13,P031,Apples (Bag),Produce,3.27,1,3.27
